,title,article,link,day,month,year
10,U.S. largest lithium mining project draws strong protests from environmental groups - People's Daily Online,"U.S. largest lithium mining project draws strong protests from environmental groups (Xinhua) 10:13, March 04, 2023LOS ANGELES, March 3 (Xinhua) -- The construction of the planned Thacker Pass lithium mine in the remote north of U.S. state of Nevada, the largest known lithium deposit in the United States, has drawn concerns and protests from environmental groups as well as Native American tribes.A federal appeals court on Wednesday refused to block construction of the largest lithium mine in the country, despite strong resistance from Nevada conservationists and tribes who claimed the government illegally approved it in a rush to produce raw materials for electric vehicle batteries.The Ninth U.S. Circuit Court of Appeals denied a request for an emergency injunction that would block Lithium Americas, the mining company developing the mine site, from moving forward with the project.Lithium Americas said on Thursday it has begun construction at its Thacker Pass lithium project.In an interview with Xinhua, John Hadder, director of Great Basin Resource Watch, expressed his concern that irreversible harm will be done to the cultural area and environment before the case is ruled in the Ninth Circuit.""The judge did rule that the Bureau of Land Management did break the law by violating regulations under the Federal Land Policy Management Act, so the project should be stopped until this can be resolved,"" Hadder said.There is also the outstanding aspect of the mining claims under the tailings dump and waste rock dump areas. ""In order for the current mine plan to go forward, the mining claims will need to be validated. This seems unlikely since millions of tons of waste is to be put on these areas indefinitely,"" he told Xinhua.The proposed lithium clay mining development project, one of the largest in the world, is located in Humboldt County, about 25 miles from the Nevada-Oregon border.Lithium Americas received a permit from the Bureau of Land Management to develop the mine in January 2021. Soon after the permit was issued, several lawsuits were filed in federal court seeking to slow or halt the project.The lawsuits claimed that the land is sacred ground for American Indians and argued that the project will damage the local environment.""This monstrous mine will permanently obliterate sagebrush winter habitat and a movement corridor that is at the heart of sage-grouse, mule deer and pronghorn survival in the high desert environment of the Montana Mountains,"" said Katie Fite, Public Lands director at WildLands Defense.Sage-grouse will soon begin their elaborate mating displays. The birds will be driven off lek display grounds and nesting sites by the hellish noise and construction disturbance of an open pit mine, she said.The Bureau of Land Management´s approval of Thacker Pass mining ""exposes how hollow and false its claims of sage-grouse conservation really are,"" Fite said.Hadder noted that the current rulings should not be a justification for fast-tracking permitting of mines even for energy transition minerals.""We must not relax our standards and analysis or we are likely to end up with more toxic mine sites across the U.S. that could be a source of long term pollution and drive climate change,"" he told Xinhua.""Modern mining is very environmentally destruction and often disruptive to communities, so it needs to be carefully and judicially, which not what has happened at Thacker Pass,"" Hadder said.",http://english.people.com.cn/n3/2023/0304/c90000-10215941.html,04,3,2023
11,US is primary source of nuclear threat: spokesperson - People's Daily Online,"US is primary source of nuclear threat: spokesperson (Xinhua) 12:36, March 04, 2023BEIJING, March 3 (Xinhua) -- The United States is the primary source of nuclear threat in the world, Chinese Foreign Ministry spokesperson Mao Ning said on Friday.Mao´s comment came at a regular news briefing when asked to comment on media reports that Homeland Security Advisor to US President Elizabeth Sherwood-Randall said that the United States needs to invest China in work to diminish nuclear threats.""Calling China a 'nuclear threat' is a convenient pretext for the United States to expand its own nuclear arsenal and keep its military hegemony,"" Mao said.She underscored that China has always been extremely prudent and responsible about its nuclear policy, following a defensive nuclear strategy and a policy of ""no first use"" of nuclear weapons, and keeping its nuclear capabilities at the minimum level required by national security.China has strictly fulfilled its obligations on nuclear nonproliferation and followed a rational, coordinated and balanced approach to nuclear security, and is committed to the peaceful use of nuclear energy, and help the world benefit from nuclear energy as much as possible, Mao said.Mao said China values international cooperation on the peaceful use of nuclear energy, and has made important contribution to protecting the security of nuclear facilities and reducing the risks of nuclear proliferation.The United States, as the most powerful nuclear weapon state, is supposed to follow a responsible nuclear policy. However, the US has in recent years invested heavily to upgrade its nuclear triad, heightened the role of nuclear weapons in its national security policy and built up a network of military alliance around the globe. The United States has also built small blocs reminiscent of the Cold War by bolstering extended deterrence and conducting nuclear submarine cooperation, according to the spokesperson.""It is the United States who is the primary source of nuclear threat in the world. The US should fully reflect on its nuclear policy, step up to its special and primary responsibilities of nuclear disarmament, and reduce the role of nuclear weapons in national security policy,"" Mao said.She called on the United States to take meaningful, practical steps to reduce nuclear risks and act responsibly to maintain the strategic stability of regional and global peace and security.",http://english.people.com.cn/n3/2023/0304/c90000-10215987.html,04,3,2023
12,Ohio derailment latest man-made disaster in U.S. history: media - People's Daily Online,"Ohio derailment latest man-made disaster in U.S. history: media (Xinhua) 10:31, March 10, 2023NEW YORK, March 9 (Xinhua) -- The full scale of the destruction of the chemical train derailment in East Palestine, Ohio, remains unknown, but the incident is the latest in a long line of man-made disasters and industrial accidents across the United States, reported U.S. News and World Report on Tuesday.According to the Environmental Protection Agency, the United States averages 150 catastrophic chemical-related incidents each year.""Throughout history, the country´s most devastating man-made disasters have run the gamut -- from oil spills in Alaska to train derailments in Texas to devastating fires in New York,"" said the report.The true costs of these disasters can be hard to measure, but one marker of a disaster´s impact is the changes it brings about in its wake, from environmental regulations to safety improvements, said the report.The report listed 10 of the worst man-made disasters in recent U.S. history, including Deepwater Horizon Oil Spill, Louisiana, 2010; Martin County Coal Slurry Spill, Kentucky, 2000; Exxon Valdez Oil Spill, Alaska, 1989; and Three Mile Island, Pennsylvania, 1979.These incidents are included both because of their impact in terms of dollars and human lives, as well as influence on safety and disaster response methods used to this day, the report said.",http://english.people.com.cn/n3/2023/0310/c90000-10219875.html,10,3,2023
13,U.S. neighborhoods with more people of color suffer worse air pollution: The Guardian - People's Daily Online,"U.S. neighborhoods with more people of color suffer worse air pollution: The Guardian (Xinhua) 10:02, March 10, 2023LONDON, March 9 (Xinhua) -- Across the United States, people of color are often the ones forced to live with the nation´s worst fine particle air pollution, British newspaper The Guardian has reported.An analysis, based on a model created by a team of researchers at institutions including the University of Washington, shows that the more people of color who live in a neighborhood, the higher the fine particulate air pollution levels are likely to be, according to the report published Wednesday.""In our society, people of color are given the least value,"" professor Robert Bullard from Texas Southern University, who helped to start the environmental justice movement, was quoted as saying.""The underlying variable that is most predictive is systemic racism,"" he said.While the Clean Air Act has prompted steady improvement in air quality around the United States in the last five decades, studies have shown that a wide gap persists in air pollution levels suffered by people of different races, the report said.",http://english.people.com.cn/n3/2023/0310/c90000-10219817.html,10,3,2023
14,Commentary: U.S. slander against China's stance on Ukraine crisis absurd - People's Daily Online,"Commentary: U.S. slander against China´s stance on Ukraine crisis absurd (Xinhua) 12:37, March 04, 2023BEIJING, March 3 (Xinhua) -- Committed to promoting peace talks on the Russia-Ukraine conflict, China has recently released a paper stating Beijing´s position on the crisis. While the fair and constructive document has been widely welcomed across the world, some Western countries led by the United States have smeared the proposal as ""unfair.""Labeling China´s support for peace talks as ""unreasonable,"" Washington is suggesting that the only right stance on the issue is to stand by the United States to keep fueling the crisis. What an absurdity.The root cause of Washington' slander against China´s position is that the United States does not want an early end to the conflict. ""Behind a mind-set that invites the burden of policing a rules-based global order is a conventional assumption: War, though tragic, is a boon for economic vitality and patriotic vigor,"" said an opinion piece titled ""Straight Talk on the Country´s War Addiction"" published last month by The New York Times.That is the case. From reaping arms orders to replacing Russia in energy supply to Europe, the United States has indeed energized its economy through the conflict. What´s more, by waging ""a proxy war"" to weaken Russia and forcing Europe to further rely on America in security, the United States has consolidated its hegemony.Besides, discrediting China is Washington´s old trick to contain the country. Since the escalation of the Ukraine crisis, certain U.S. and Western politicians, together with some media outlets, have spread disinformation about China, saying ""China may provide weapons to Russia.""In this way, the United States is attempting to shift the blame for fanning the flames in Ukraine. As most countries in the world hope for peace, the United States is eager to shy away from its responsibility and divert the public´s attention from the truth that it is Washington that is aggravating tensions.Meanwhile, using the Ukraine crisis as an excuse, Washington has pointed the finger at China-Russia ties, depicting the relationship as a threat. In fact, the China-Russia comprehensive strategic partnership of coordination is built on the basis of non-alliance, non-confrontation and non-targeting of third countries, which is within the sovereign right of any two independent states. The relationship tolerates no third party interference or coercion.The U.S. rhetoric has exposed the mindset of confrontation long held by the United States and its Western allies when dealing with international disputes. From the failure in Iraq to the hasty withdrawal of troops from Afghanistan, American politicians should have given up their obsession with military force and power politics.At the recent Munich Security Conference, the United States and some other countries from the Western world tried to continue fueling the crisis, while some leaders of developing countries believed that the ongoing conflict delayed the resolution of other pressing issues.""We don't want to go on discussing who will be the winner or the loser of a war,"" said Colombia´s Vice President Francia Marquez. ""We are all losers and, in the end, it is humankind that loses everything.""Washington must be aware that its stance on the Ukraine crisis goes against the will of the international community. Stop the blame game, and do something that really helps cool the situation.",http://english.people.com.cn/n3/2023/0304/c90000-10215988.html,04,3,2023
15,Hezbollah leader decries U.S. as partner in Lebanon's corruption - People's Daily Online,"Hezbollah leader decries U.S. as partner in Lebanon´s corruption (Xinhua) 11:14, March 10, 2023BEIRUT, March 10 (Xinhua) -- Lebanon´s Hezbollah leader Sayyed Hassan Nasrallah on Thursday lashed out at the United States and called on the Lebanese to find solutions to their country´s crises instead of bowing to international pressures.Acknowledging that ""those behind corruption in Lebanon are Lebanese,"" the Hezbollah´s leader said, ""America is a partner in corruption"" in the country.""America is preventing deposits, loans and investments from coming to Lebanon,"" Nasrallah decried in a televised address, according to local English news website Naharnet.He vowed that Hezbollah would not surrender, urging the need for cooperation and courage in finding solutions to the economic and political crisis in the country.Since 2019, Lebanon has been struggling with unprecedented financial and economic crises that have led to the devaluation of the local currency by more than 95 percent, plunging over 80 percent of the population into poverty.Lebanon is also suffering from the political impasse over presidential election after President Michel Aoun finished his six-year term in October last year. The parliament has failed for 11 times over the past six months to elect a new president for lack of consensus among political parties.Political gridlock has slowed down the efforts to implement structural reforms demanded by the International Monetary Fund in exchange for a bailout loan amounting to 3 billion U.S. dollars which could lead the country back to recovery.",http://english.people.com.cn/n3/2023/0310/c90000-10219946.html,10,3,2023
16,"Regardless of income, Black women face death to give birth in U.S.: article - People's Daily Online","Regardless of income, Black women face death to give birth in U.S.: article (Xinhua) 13:20, March 03, 2023A woman wearing a face mask waits in line outside a store in a shopping center in New Orleans, Louisiana, the United States, Jan. 11, 2022. (Photo by Lan Wei/Xinhua)This evidence implies that policies seeking to achieve racial health equity cannot succeed if they only target economic markers of disadvantage.NEW YORK, March 2 (Xinhua) -- The wealthiest women and their infants are more likely to have better childbirth outcomes than those who are not, ""unless they're Black,"" said an article published by The Hill on Wednesday, citing a recent study from the U.S. National Bureau of Economic Research.The analysis covered nearly 2 million childbirths in California, the most populous state of the United States, over a nine-year timeframe, and found that Black infant mortality at the top income bracket is nearly 23 percent higher than that of white infants at the bottom bracket.""It also found the maternal mortality rate for Black mothers at top income levels is similar to that of white mothers at the lowest,"" said the article.""This evidence,"" the study´s authors noted, ""implies that policies seeking to achieve racial health equity cannot succeed if they only target economic markers of disadvantage.""The study raises even larger concerns: Black families that can afford healthcare are experiencing higher rates of maternal mortality, the article said.Experts cite the effects of systemic racism regardless of economic status. ""Black women encounter 'untoward experiences' and face bias by medical professionals, conscious or unconscious,"" it added.",http://english.people.com.cn/n3/2023/0303/c90000-10215659.html,03,3,2023
17,Interview: Retired admiral says U.S. wants to maintain unipolar world order - People's Daily Online,"Interview: Retired admiral says U.S. wants to maintain unipolar world order (Xinhua) 12:49, March 04, 2023ISTANBUL, March 3 (Xinhua) -- The efforts to preserve an utterly unipolar world order lie behind America´s savage pursuit of hegemony in all areas of life, retired Turkish Admiral Turker Erturk told Xinhua in a recent interview.""At the end of the Cold War, the U.S. emerged as the largest and only global power. Today, it plans and conducts operations to maintain a unipolar world order. Our experiences are manifestations of this,"" said Erturk, who served as commander of the Turkish Naval Academy between 2008 and 2010.He said the Ukraine crisis is an excellent example of U.S. efforts to maintain its political hegemony, blaming Washington for consciously prolonging the conflict.""The U.S. had invested much in this crisis to get Ukraine away from Russia,"" said Erturk.The conflict ""might not have started and could have been prevented,"" but the United States ""didn't want to prevent it,"" said Erturk, adding that the United States could end the conflict tomorrow if it wanted.According to Erturk, the United States forbids any country to challenge its hegemony, intending to destroy all nation-states that can potentially jeopardize a unipolar order, and Russia was among them.""Especially since the beginning of the 2000s, the United States aspires to reduce the number of nation-states even more by exploiting ethnic, religious and sectarian fault lines,"" Erturk said.""So you know what this means? Let there be no power to resist the hegemony of the United States. Because nation-states are the power that can resist this the most,"" Erturk said.Despite U.S. intentions in the long term, a multipolar world order would best serve the interest of all, the expert said.""I think there will be an evolution towards multipolarity over time, and the world´s interests and security depend on it,"" he said.""In other words, if the equilibrium is broken at a certain point when there is only one power, it will not be possible to establish peace and create prosperity,"" Erturk said.",http://english.people.com.cn/n3/2023/0304/c90000-10215992.html,04,3,2023
18,Greater effort vowed on foreign investment - People's Daily Online,"Greater effort vowed on foreign investmentBy Liu Zhihua (Chinadaily.com.cn) 16:47, March 03, 2023An employee works on the production line of a foreign-funded machinery manufacturer in Suzhou, Jiangsu province. [Photo by Zhai Huiyong/For China Daily]China is a market foreign enterprises must go to, and the country will further strengthen efforts to retain and attract more high-quality foreign investment, Commerce Minister Wang Wentao said on Thursday.He made the remarks at a news conference in Beijing to expound China´s stance on promoting foreign investment.Attracting and utilizing more foreign investment will be ""a key task"" this year, Wang said, adding that the country will make greater efforts to promote investment, improve services, expand opening-up and optimize the business environment, in order to retain high-quality foreign investment and attract more foreign investors.""We will thoroughly implement the foreign investment law and its implementation regulations to apply national treatment to foreign enterprises with high standards,"" he said.""Issues many foreign enterprises raise, such as those regarding government procurement, bidding and standards formulation, will be key focuses of our work,"" he added.Wang said the ministry and other central government departments will conduct research and roll out policy measures to ensure foreign enterprises have equal access to those opportunities.Cross-department complaint and coordination mechanisms at all government levels will also be established and improved to strengthen the protection of the legitimate rights and interests of foreign investors.The ministry will also initiate a ""Year of Investing in China"" program, which will include a series of foreign investment promotional events and activities at home and abroad.Wang said the ministry will enhance services for foreign investors including holding regular consultations and discussions with foreign enterprises and business chambers to help them solve problems.Huo Jianguo, vice-chairman of the China Society for World Trade Organization Studies, said China faces serious challenges in attracting foreign direct investment this year against the backdrop of a gloomy global economy and the probable intensifying of the United States' moves to contain China.To cope with the challenge, China is expected to further optimize the business environment, enhance policy consistency, firmly safeguard the legitimate interests of all enterprises and proactively expand opening-up in the services industry, Huo said.China is also likely to enhance implementation of the negative lists system and the catalog of industries encouraging foreign investment, while further expanding market access to high-tech industries, he added.On the back of China´s steady economic rebound and firm commitment to opening-up, many multinational companies have shown strong confidence in China.Mauro De Felip, general manager of Ferrero China, said a company cannot call itself a multinational if it is not successful in Asia. ""To be successful in Asia means to be successful in China,"" he said.Moody´s Investors Service recently lifted its forecast for China´s real GDP growth to 5 percent for both 2023 and 2024, up from its previous projection of 4 percent for both years. Deutsche Bank raised its forecast of China´s growth to 6 percent this year, up from 4.5 percent in its previous estimate.",http://english.people.com.cn/n3/2023/0303/c90000-10215877.html,03,3,2023
19,Why China's position paper on Ukraine crisis annoyed some countries? - People's Daily Online,"Why China´s position paper on Ukraine crisis annoyed some countries? (Xinhua) 13:31, March 03, 2023BEIJING, March 3 (Xinhua) -- To push forward the political settlement of the ongoing Russia-Ukraine conflict, the Chinese Foreign Ministry released last month a paper stating Beijing´s position on the issue.In the paper, China put forward a 12-point proposal to end the conflict in Ukraine by addressing both the symptoms and the root causes of the crisis, and reiterated the necessity to end the conflict through dialogue and negotiation.The peace proposal, since being offered, has been welcomed by many countries of the international community. Stephane Dujarric, spokesman for UN Secretary-General Antonio Guterres, hailed the position paper as ""an important contribution.""Yet some Western politicians turned a cold shoulder to the proposal, accusing China of being biased and dismissed the contents of the document as nothing new.These claims have been refuted by experts and scholars in many countries, who believe the proposal demonstrated China´s commitment to objectivity and fairness as well as its role as a responsible major country in times of grave global challenges.They argued that in the ever worsening conflict, it is the United States and its NATO allies that cling to the Cold War mentality and have kept on fueling the crisis for their own benefits.CHINA'S UKRAINE PEACE PROPOSAL IMPARTIAL AND VIABLEAli El-Hefny, secretary general of the Egyptian Council for Foreign Affairs, also a former Egyptian ambassador to China, said the Chinese paper reflects a policy and a clear vision on international relations that China has always adopted.It´s a respectful and responsible position of a country with a big presence in the international arena, whether economically or politically, he said.The paper is built on the necessity of giving up everything provocative, avoiding imposing sanctions and stopping providing Ukraine with all types of arms, which would in the end expand and prolong the war, the secretary general said.Saeb Rawashdeh, a political analyst at the Jordan Press Foundation, said that on the first anniversary of the escalation of the crisis, China released the document expounding its position on the issue, hoping to promote an early resolution of the crisis through peaceful dialogue.China´s stance is in line with the universal expectations of peace-loving people around the world, he said.Some Western countries have consistently failed to play a constructive role in easing the tensions of the Ukraine crisis. Instead, they have continuously imposed sanctions on Russia while arming Ukraine, fueling the crisis, Rawashdeh said.The motive is to weaken Russia and Ukraine and to benefit from the conflict. This is a typical Cold War mentality, and the real victims are the people of the two countries, who have suffered from the trauma of the crisis, he said.The high inflation and food shortages resulting from the Ukraine conflict continue to bite. The world will become more turbulent and unstable if the West keeps instigating, he added.Richard Grenell, former U.S. ambassador to Germany, noted in an article on news website California Globe that China offered ""a conceivable starting point"" to end the conflict whereas ""veteran State Department employees were furious that a year has gone by without a U.S. plan for a peaceful solution.""The White House is thinking ""morning, noon, and night"" about how to give Ukraine more military aid, he wrote.To date, the United States has provided many rounds of aid to Ukraine and allied nations, totaling some 113 billion U.S. dollars. Washington and its allies have already committed nearly 700 tanks and thousands of armored vehicles and 1,000 artillery systems, among other aid to Ukraine.Xulio Rios, director of the Observatory of Chinese Politics in Spain, said it seems that Western countries are more interested in maintaining the conflict than pushing for a ceasefire and opening negotiations for a political solution.Meanwhile, China´s approach allows the world to see a viable solution and that will be supported by countries valuing common good for the whole world, he added.WESTERN HEGEMONIC SCHEME KNOWN TO ALLFor many observers, the reasons why politicians in some Western countries felt displeased with China´s peace proposal are quite obvious.Lewis Ndichu, a researcher at Nairobi-based think tank Africa Policy Institute, said The West has been used to realizing ""peace"" through intervening by providing warfare equipment, intelligence and sending air combat forces, all these will lead to a devastating arms race.Seeing China playing an increasingly greater role on the world stage, the West is not happy, said Ndichu.Ang Teck Sin, a political commentator in Singapore, told Xinhua that both Russia and Ukraine suffered heavy casualties and economic losses, but Uncle Sam, who pursues hegemonism and power politics, has seen a rare opportunity to continue to lead NATO and further intensify bloc confrontation.Washington is actually expanding business for the military-industrial complex, he said. The more volatile the world is and the larger the market will be, and the more resources the military-industrial complex will get to develop more sophisticated weapons, thus creating more conflicts, he noted.This is a terrible vicious circle. Unfortunately, it is the world that pays for America´s ambitions, the commentator said.When the United States and its allies are arming Ukraine to the teeth, it is countries like China that have to come forward to remind all as to what is at stake, said Rabia Akhtar, director of the Center for Security, Strategy and Policy Research at the University of Lahore in Pakistan.Filipe Porto, a researcher at the Brazilian Foreign Policy Observatory, said the attitude of the United States toward China on the Ukrainian issue is self-contradictory. On the one hand, the United States and its allies question and attack China´s relations with Russia, on the other they ask China to use that relationship to play the role they expect in the crisis.Slovenian sociologist Tomaz Mastnak said the Russia-Ukraine conflict had been provoked, instigated and prolonged by the United States. At least in the short term, the United States is the only country that has benefited from this conflict.The impact of the conflict on Europe is disastrous. The European economy is being dealt a heavy blow to, and first and foremost, Germany, the European economic engine, is facing ""deindustrialization,"" Mastnak said.In his opinion, this situation in Europe is not collateral damage caused by conflict, but one of the goals of the conflict provoked by the United States. It is going to make Europe economically insignificant.CHINA'S POSITION WIDELY ACCLAIMEDAs the world is facing such a prolonged conflict as well as overlapping food and energy crises, China´s proposal, which insists on promoting peace talks, has been widely applauded.China´s recent initiative to solve the Ukraine crisis politically is very timely and quite helpful, and it is completely in accordance with the UN rules, said Mohammad Reza Manafi, editor-in-chief for the Asia-Pacific news desk of Iran´s official news agency IRNA.Bambang Suryono, chairman of the Indonesian think tank Asian Innovation Research Center, said the position paper is constructive, necessary and timely.British political commentator Carlos Martinez said China´s position paper is a powerful contribution to the project of building peace in Europe. While not taking sides, it highlights the crucial elements required for the Ukraine crisis to be brought to a conclusion.The position paper is closely related to The Global Security Initiative Concept Paper released by China on Feb. 21, as both papers are firmly grounded in international law and the principles of the UN Charter. Both reflect a profound desire for peace and global prosperity; for a community with a shared future for mankind, he said.Both papers reflect a clear understanding that peace and prosperity require a reorientation of international relations toward multilateralism, cooperation, non-interference, respect for sovereignty and respect for diversity; that hegemonism and Cold War mentality are driving humanity toward a very dangerous future, Martinez emphasized.Christine Bierre, editor-in-chief of French newspaper New Solidarity, said China´s Global Security Initiative allows people to get to the root causes of the great turmoil and conflicts in the world.China´s Global Security Initiative and its position paper can have a very positive role in the Ukrainian conflict, he added.",http://english.people.com.cn/n3/2023/0303/c90000-10215667.html,03,3,2023
